#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
10125_name,纹章爱好者 III,Insignia Enthusiast III,紋章愛好者 III
10126_name,纹章爱好者 IV,Insignia Enthusiast IV,紋章愛好者 IV
10127_name,纹章爱好者 V,Insignia Enthusiast V,紋章愛好者 V
10128_name,纹章爱好者 VI,Insignia Enthusiast VI,紋章愛好者 VI
10129_name,纹章专家 I,Insignia Expert I,紋章專家 I
10130_name,纹章专家 II,Insignia Expert II,紋章專家 II
10131_name,纹章专家 III,Insignia Expert III,紋章專家 III
10132_name,纹章专家 IV,Insignia Expert IV,紋章專家 IV
10133_name,纹章专家 V,Insignia Expert V,紋章專家 V
10134_name,纹章专家 VI,Insignia Expert VI,紋章專家 VI
10135_name,意外之财 I,Windfall I,意外之財 I
10136_name,意外之财 II,Windfall II,意外之財 II
10137_name,意外之财 III,Windfall III,意外之財 III
10138_name,意外之财 IV,Windfall IV,意外之財 IV
10139_name,忠诚的信徒 I,Loyal Follower I,忠誠的信徒 I
10140_name,忠诚的信徒 II,Loyal Follower II,忠誠的信徒 II
10141_name,忠诚的信徒 III,Loyal Follower III,忠誠的信徒 III
10142_name,忠诚的信徒 IV,Loyal Follower IV,忠誠的信徒 IV
10143_name,忠诚的信徒 V,Loyal Follower V,忠誠的信徒 V
10144_name,虔诚的信徒 I,Zealot I,虔誠的信徒 I
10145_name,虔诚的信徒 II,Zealot II,虔誠的信徒 II
10146_name,虔诚的信徒 III,Zealot III,虔誠的信徒 III
10147_name,虔诚的信徒 IV,Zealot IV,虔誠的信徒 IV
10148_name,虔诚的信徒 V,Zealot V,虔誠的信徒 V
10149_name,为了公会 I,For the Guild I,為了公會 I
10150_name,为了公会 II,For the Guild II,為了公會 II
10151_name,为了公会 III,For the Guild III,為了公會 III
10152_name,为了公会 IV,For the Guild IV,為了公會 IV
10153_name,辛勤的公会成员 I,Diligent Member I,辛勤的公會成員 I
10154_name,辛勤的公会成员 II,Diligent Member II,辛勤的公會成員 II
10155_name,辛勤的公会成员 III,Diligent Member III,辛勤的公會成員 III
10156_name,辛勤的公会成员 IV,Diligent Member IV,辛勤的公會成員 IV
10157_name,公会活跃分子 I,Guild Activist I,公會活躍分子 I
10158_name,公会活跃分子 II,Guild Activist II,公會活躍分子 II
10159_name,公会活跃分子 III,Guild Activist III,公會活躍分子 III
10160_name,公会活跃分子 IV,Guild Activist IV,公會活躍分子 IV
10161_name,公会活跃分子 V,Guild Activist V,公會活躍分子 V
10162_name,公会活跃分子 VI,Guild Activist VI,公會活躍分子 VI
10163_name,变废为宝 I,Recycle I,變廢為寶 I
10164_name,变废为宝 II,Recycle II,變廢為寶 II
10165_name,变废为宝 III,Recycle III,變廢為寶 III
10166_name,变废为宝 IV,Recycle IV,變廢為寶 IV
10167_name,变废为宝 V,Recycle V,變廢為寶 V
10168_name,收集者 I,Collector I,收集者 I
10169_name,收集者 II,Collector II,收集者 II
10170_name,收集者 III,Collector III,收集者 III
10171_name,收集者 IV,Collector IV,收集者 IV
10172_name,从来不缺少体力 I,Inexhaustible I,從來不缺少體力 I
10173_name,从来不缺少体力 II,Inexhaustible II,從來不缺少體力 II
10174_name,从来不缺少体力 III,Inexhaustible III,從來不缺少體力 III
10175_name,从来不缺少体力 IV,Inexhaustible IV,從來不缺少體力 IV
10176_name,从来不缺少体力 V,Inexhaustible V,從來不缺少體力 V
10177_name,从来不缺少体力 VI,Inexhaustible VI,從來不缺少體力 VI
10178_name,冒险者 I,Adventurer I,冒險者 I
10179_name,冒险者 II,Adventurer II,冒險者 II
10180_name,冒险者 III,Adventurer III,冒險者 III
10181_name,冒险者 IV,Adventurer IV,冒險者 IV
10182_name,冒险者 V,Adventurer V,冒險者 V
10183_name,互帮互助 I,Help Each Other I,互幫互助 I
10184_name,互帮互助 II,Help Each Other II,互幫互助 II
10185_name,互帮互助 III,Help Each Other III,互幫互助 III
10186_name,互帮互助 IV,Help Each Other IV,互幫互助 IV
10187_name,互帮互助 V,Help Each Other V,互幫互助 V
10188_name,获得惊喜 I,Pleasant Surprise I,獲得驚喜 I
10189_name,获得惊喜 II,Pleasant Surprise II,獲得驚喜 II
10190_name,获得惊喜 III,Pleasant Surprise III,獲得驚喜 III
10191_name,获得惊喜 IV,Pleasant Surprise IV,獲得驚喜 IV
10192_name,获得惊喜 V,Pleasant Surprise V,獲得驚喜 V
10193_name,获得惊喜 VI,Pleasant Surprise VI,獲得驚喜 VI
10194_name,宠物降临 I,Monsters Arrive I,寵物降臨 I
10195_name,宠物降临 II,Monsters Arrive II,寵物降臨 II
10196_name,宠物降临 III,Monsters Arrive III,寵物降臨 III
10197_name,宠物降临 IV,Monsters Arrive IV,寵物降臨 IV
10198_name,A级宠物降临 I,A Class Monster I,A級寵物降臨 I
10199_name,A级宠物降临 II,A Class Monster II,A級寵物降臨 II
10200_name,A级宠物降临 III,A Class Monster III,A級寵物降臨 III
10201_name,S级宠物降临 I,S Class Monster I,S級寵物降臨 I
10202_name,S级宠物降临 II,S Class Monster II,S級寵物降臨 II
10203_name,SS级宠物降临 I,SS Class Monster I,SS級寵物降臨 I
10204_name,动物总动员 I,Animals Arise I,動物總動員 I
10205_name,动物总动员 II,Animals Arise II,動物總動員 II
10206_name,神怪总动员 I,Deities Arise I,神怪總動員 I
10207_name,神怪总动员 II,Deities Arise II,神怪總動員 II
10208_name,人物总动员 I,Humans Arise I,人物總動員 I
10209_name,人物总动员 II,Humans Arise II,人物總動員 II
10210_name,植物总动员 I,Plants Arise I,植物總動員 I
10211_name,植物总动员 II,Plants Arise II,植物總動員 II
10212_name,特异总动员 I,Peculiars Arise I,特異總動員 I
10213_name,特异总动员 II,Peculiars Arise II,特異總動員 II
10214_name,光之集会 I,Light Party I,光之集會 I
10215_name,光之集会 II,Light Party II,光之集會 II
10216_name,草之集会 I,Plant Party I,草之集會 I
10217_name,草之集会 II,Plant Party II,草之集會 II
10218_name,水之集会 I,Water Party I,水之集會 I
10219_name,水之集会 II,Water Party II,水之集會 II
10220_name,火之集会 I,Fire Party I,火之集會 I
10221_name,火之集会 II,Fire Party II,火之集會 II
10222_name,暗之集会 I,Earth Party I,暗之集會 I
10223_name,暗之集会 II,Earth Party II,暗之集會 II
10224_name,极限操作 I,Extreme Moves I,極限操作 I
10225_name,极限操作 II,Extreme Moves II,極限操作 II
10226_name,极限操作 III,Extreme Moves III,極限操作 III
10227_name,手打达人 I,Endurance I,手打達人 I
10228_name,手打达人 II,Endurance II,手打達人 II
10229_name,手打达人 III,Endurance III,手打達人 III
10230_name,手打达人 IV,Endurance IV,手打達人 IV
10231_name,手打达人 V,Endurance V,手打達人 V
10232_name,手打达人 VI,Endurance VI,手打達人 VI
10001_miaoshu,等级提升至5级,Reach level 5,等級提升至5級
10002_miaoshu,等级提升至10级,Reach level 10,等級提升至10級
10003_miaoshu,等级提升至15级,Reach level 15,等級提升至15級
10004_miaoshu,等级提升至20级,Reach level 20,等級提升至20級
10005_miaoshu,等级提升至25级,Reach level 25,等級提升至25級
10006_miaoshu,等级提升至30级,Reach level 30,等級提升至30級
10007_miaoshu,等级提升至35级,Reach level 35,等級提升至35級
10008_miaoshu,等级提升至40级,Reach level 40,等級提升至40級
10009_miaoshu,等级提升至45级,Reach level 45,等級提升至45級
10010_miaoshu,等级提升至50级,Reach level 50,等級提升至50級
10011_miaoshu,等级提升至55级,Reach level 55,等級提升至55級
10012_miaoshu,等级提升至60级,Reach level 60,等級提升至60級
10013_miaoshu,完成任意副本战斗10次,Complete any stage battles 10 times,完成任意副本戰鬥10次
10014_miaoshu,完成任意副本战斗50次,Complete any stage battles 50 times,完成任意副本戰鬥50次
10015_miaoshu,完成任意副本战斗100次,Complete any stage battles 100 times,完成任意副本戰鬥100次
10016_miaoshu,完成任意副本战斗500次,Complete any stage battles 500 times,完成任意副本戰鬥500次
10017_miaoshu,完成任意副本战斗1000次,Complete any stage battles 1000 times,完成任意副本戰鬥1000次
10018_miaoshu,完成任意副本战斗5000次,Complete any stage battles 5000 times,完成任意副本戰鬥5000次
10019_miaoshu,完成任意副本战斗10000次,Complete any stage battles 10000 times,完成任意副本戰鬥10000次
10020_miaoshu,复活1次通关任意副本战斗1次,Complete any stage using 1 revives a total of 1 times,復活1次通關任意副本戰鬥1次
10021_miaoshu,复活1次通关任意副本战斗5次,Complete any stage using 1 revives a total of 5 times,復活1次通關任意副本戰鬥5次
10022_miaoshu,复活1次通关任意副本战斗10次,Complete any stage using 1 revives a total of 10 times,復活1次通關任意副本戰鬥10次
10023_miaoshu,复活3次通关任意副本战斗1次,Complete any stage using 3 revives a total of 1 times,復活3次通關任意副本戰鬥1次
10024_miaoshu,复活3次通关任意副本战斗5次,Complete any stage using 3 revives a total of 5 times,復活3次通關任意副本戰鬥5次
10025_miaoshu,复活3次通关任意副本战斗10次,Complete any stage using 3 revives a total of 10 times,復活3次通關任意副本戰鬥10次
10026_miaoshu,剩余1只宠物通关任意副本战斗1次,Clear a stage with only 1 monster remaining 1 times,剩餘1只寵物通關任意副本戰鬥1次
10027_miaoshu,剩余1只宠物通关任意副本战斗5次,Clear a stage with only 1 monster remaining 5 times,剩餘1只寵物通關任意副本戰鬥5次
10028_miaoshu,剩余1只宠物通关任意副本战斗10次,Clear a stage with only 1 monster remaining 10 times,剩餘1只寵物通關任意副本戰鬥10次
10029_miaoshu,携带3只宠物通关挑战副本1-8,Clear Stage 1-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本1-8
10030_miaoshu,携带3只宠物通关挑战副本2-8,Clear Stage 2-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本2-8
10031_miaoshu,携带3只宠物通关挑战副本3-8,Clear Stage 3-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本3-8
10032_miaoshu,携带3只宠物通关挑战副本4-8,Clear Stage 4-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本4-8
10033_miaoshu,携带3只宠物通关挑战副本5-8,Clear Stage 5-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本5-8
10034_miaoshu,携带3只宠物通关挑战副本6-8,Clear Stage 6-8 on heroic difficulty using only 3 monsters,攜帶3只寵物通關挑戰副本6-8
10035_miaoshu,完成任意难度米达斯宫10次,Complete Midas' Palace 10 times on any difficulty,完成任意難度米達斯宮10次
10036_miaoshu,完成任意难度米达斯宫50次,Complete Midas' Palace 50 times on any difficulty,完成任意難度米達斯宮50次
10037_miaoshu,完成任意难度米达斯宫100次,Complete Midas' Palace 100 times on any difficulty,完成任意難度米達斯宮100次
10038_miaoshu,完成任意难度米达斯宫500次,Complete Midas' Palace 500 times on any difficulty,完成任意難度米達斯宮500次
10039_miaoshu,完成任意难度米达斯宫1000次,Complete Midas' Palace 1000 times on any difficulty,完成任意難度米達斯宮1000次
10040_miaoshu,完成任意难度至福乐土10次,Complete Fields of Elysium 10 times on any difficulty,完成任意難度至福樂土10次
10041_miaoshu,完成任意难度至福乐土50次,Complete Fields of Elysium 50 times on any difficulty,完成任意難度至福樂土50次
10042_miaoshu,完成任意难度至福乐土100次,Complete Fields of Elysium 100 times on any difficulty,完成任意難度至福樂土100次
10043_miaoshu,完成任意难度至福乐土500次,Complete Fields of Elysium 500 times on any difficulty,完成任意難度至福樂土500次
10044_miaoshu,完成任意难度至福乐土1000次,Complete Fields of Elysium 1000 times on any difficulty,完成任意難度至福樂土1000次
10045_miaoshu,拥有绿色品质装备达到6个,Have 6 pieces of green grade equipment,擁有綠色品質裝備達到6個
10046_miaoshu,拥有绿色品质装备达到12个,Have 12 pieces of green grade equipment,擁有綠色品質裝備達到12個
10047_miaoshu,拥有绿色品质装备达到18个,Have 18 pieces of green grade equipment,擁有綠色品質裝備達到18個
10048_miaoshu,拥有绿色品质装备达到24个,Have 24 pieces of green grade equipment,擁有綠色品質裝備達到24個
10049_miaoshu,拥有绿色品质装备达到30个,Have 30 pieces of green grade equipment,擁有綠色品質裝備達到30個
10050_miaoshu,拥有蓝色品质装备达到6个,Have 6 pieces of blue grade equipment,擁有藍色品質裝備達到6個
10051_miaoshu,拥有蓝色品质装备达到12个,Have 12 pieces of blue grade equipment,擁有藍色品質裝備達到12個
10052_miaoshu,拥有蓝色品质装备达到18个,Have 18 pieces of blue grade equipment,擁有藍色品質裝備達到18個
10053_miaoshu,拥有蓝色品质装备达到24个,Have 24 pieces of blue grade equipment,擁有藍色品質裝備達到24個
10054_miaoshu,拥有蓝色品质装备达到30个,Have 30 pieces of blue grade equipment,擁有藍色品質裝備達到30個
10055_miaoshu,拥有紫色品质装备达到6个,Have 6 pieces of purple grade equipment,擁有紫色品質裝備達到6個
10056_miaoshu,拥有紫色品质装备达到12个,Have 12 pieces of purple grade equipment,擁有紫色品質裝備達到12個
10057_miaoshu,拥有紫色品质装备达到18个,Have 18 pieces of purple grade equipment,擁有紫色品質裝備達到18個
10058_miaoshu,拥有紫色品质装备达到24个,Have 24 pieces of purple grade equipment,擁有紫色品質裝備達到24個
10059_miaoshu,拥有紫色品质装备达到30个,Have 30 pieces of purple grade equipment,擁有紫色品質裝備達到30個
10060_miaoshu,拥有橙色品质装备达到6个,Have 6 pieces of orange grade equipment,擁有橙色品質裝備達到6個
10061_miaoshu,拥有橙色品质装备达到12个,Have 12 pieces of orange grade equipment,擁有橙色品質裝備達到12個
10062_miaoshu,拥有橙色品质装备达到18个,Have 18 pieces of orange grade equipment,擁有橙色品質裝備達到18個
10063_miaoshu,拥有橙色品质装备达到24个,Have 24 pieces of orange grade equipment,擁有橙色品質裝備達到24個
10064_miaoshu,拥有橙色品质装备达到30个,Have 30 pieces of orange grade equipment,擁有橙色品質裝備達到30個
10065_miaoshu,拥有绿色品质宠物达到3只,Have 3 green grade monsters,擁有綠色品質寵物達到3只
10066_miaoshu,拥有蓝色品质宠物达到3只,Have 3 blue grade monsters,擁有藍色品質寵物達到3只
10067_miaoshu,拥有紫色品质宠物达到3只,Have 3 purple grade monsters,擁有紫色品質寵物達到3只
10068_miaoshu,拥有绿色品质宠物达到5只,Have 5 green grade monsters,擁有綠色品質寵物達到5只
10069_miaoshu,拥有蓝色品质宠物达到5只,Have 5 blue grade monsters,擁有藍色品質寵物達到5只
10070_miaoshu,拥有紫色品质宠物达到5只,Have 5 purple grade monsters,擁有紫色品質寵物達到5只
10071_miaoshu,进行10次宠物技能升级,Upgrade monster abilities 10 times ,進行10次寵物技能升級
10072_miaoshu,进行50次宠物技能升级,Upgrade monster abilities 50 times ,進行50次寵物技能升級
10073_miaoshu,进行100次宠物技能升级,Upgrade monster abilities 100 times ,進行100次寵物技能升級
10074_miaoshu,进行500次宠物技能升级,Upgrade monster abilities 500 times ,進行500次寵物技能升級
10075_miaoshu,进行1000次宠物技能升级,Upgrade monster abilities 1000 times ,進行1000次寵物技能升級
10076_miaoshu,进行5000次宠物技能升级,Upgrade monster abilities 5000 times ,進行5000次寵物技能升級
10077_miaoshu,进行10000次宠物技能升级,Upgrade monster abilities 10000 times ,進行10000次寵物技能升級
10078_miaoshu,普通商店购买任意等级灵铁10次,Purchase raw iron of any grade 10 times ,普通商店購買任意等級靈鐵10次
10079_miaoshu,普通商店购买任意等级灵铁50次,Purchase raw iron of any grade 50 times ,普通商店購買任意等級靈鐵50次
10080_miaoshu,普通商店购买任意等级灵铁100次,Purchase raw iron of any grade 100 times ,普通商店購買任意等級靈鐵100次
10081_miaoshu,普通商店购买任意等级灵铁500次,Purchase raw iron of any grade 500 times ,普通商店購買任意等級靈鐵500次
10082_miaoshu,普通商店购买任意等级灵铁1000次,Purchase raw iron of any grade 1000 times ,普通商店購買任意等級靈鐵1000次
10083_miaoshu,公会商店购买开孔石5次,Purchase 5 Insignia Stones from the guild store,公會商店購買開孔石5次
10084_miaoshu,公会商店购买开孔石10次,Purchase 10 Insignia stones from the guild store,公會商店購買開孔石10次
10085_miaoshu,在任意商店进行刷新操作达到5次,Use the refresh button in any store 5 times,在任意商店進行刷新操作達到5次
10086_miaoshu,在任意商店进行刷新操作达到10次,Use the refresh button in any store 10 times,在任意商店進行刷新操作達到10次
10087_miaoshu,在任意商店进行刷新操作达到50次,Use the refresh button in any store 50 times,在任意商店進行刷新操作達到50次
10088_miaoshu,在任意商店进行刷新操作达到100次,Use the refresh button in any store 100 times,在任意商店進行刷新操作達到100次
10089_miaoshu,通关任意难度通天塔顶层1次,Clear the top level of the Tower of Darkness on any difficulty 1 time,通關任意難度通天塔頂層1次
10090_miaoshu,通关任意难度通天塔顶层2次,Clear the top level of the Tower of Darkness on any difficulty 2 time,通關任意難度通天塔頂層2次
10091_miaoshu,通关任意难度通天塔顶层5次,Clear the top level of the Tower of Darkness on any difficulty 5 time,通關任意難度通天塔頂層5次
10092_miaoshu,通关任意难度通天塔顶层10次,Clear the top level of the Tower of Darkness on any difficulty 10 time,通關任意難度通天塔頂層10次
10093_miaoshu,通关任意难度通天塔顶层20次,Clear the top level of the Tower of Darkness on any difficulty 20 time,通關任意難度通天塔頂層20次
10094_miaoshu,通关任意难度通天塔顶层50次,Clear the top level of the Tower of Darkness on any difficulty 50 time,通關任意難度通天塔頂層50次
10095_miaoshu,竞技场胜利达到10次,Accumulate 10 victories in the Arena,競技場勝利達到10次
10096_miaoshu,竞技场胜利达到50次,Accumulate 50 victories in the Arena,競技場勝利達到50次
10097_miaoshu,竞技场胜利达到100次,Accumulate 100 victories in the Arena,競技場勝利達到100次
10098_miaoshu,竞技场胜利达到500次,Accumulate 500 victories in the Arena,競技場勝利達到500次
10099_miaoshu,竞技场失败达到10次,Accumulate 10 defeats in the Arena,競技場失敗達到10次
10100_miaoshu,竞技场失败达到50次,Accumulate 50 defeats in the Arena,競技場失敗達到50次
10101_miaoshu,竞技场失败达到100次,Accumulate 100 defeats in the Arena,競技場失敗達到100次
10102_miaoshu,竞技场失败达到500次,Accumulate 500 defeats in the Arena,競技場失敗達到500次
10103_miaoshu,竞技场平局达到10次,Accumulate 10 draws in the Arena,競技場平局達到10次
10104_miaoshu,竞技场平局达到50次,Accumulate 50 draws in the Arena,競技場平局達到50次
10105_miaoshu,竞技场平局达到100次,Accumulate 100 draws in the Arena,競技場平局達到100次
10106_miaoshu,进行10次竞技场,Complete 10 battles in the Arena,進行10次競技場
10107_miaoshu,进行50次竞技场,Complete 50 battles in the Arena,進行50次競技場
10108_miaoshu,进行100次竞技场,Complete 100 battles in the Arena,進行100次競技場
10109_miaoshu,进行500次竞技场,Complete 500 battles in the Arena,進行500次競技場
10110_miaoshu,进行1000次竞技场,Complete 100 battles in the Arena,進行1000次競技場
10111_miaoshu,竞技场防守胜利达到10次,Win 10 defensive battles in the Arena,競技場防守勝利達到10次
10112_miaoshu,竞技场防守胜利达到20次,Win 20 defensive battles in the Arena,競技場防守勝利達到20次
10113_miaoshu,竞技场防守胜利达到50次,Win 50 defensive battles in the Arena,競技場防守勝利達到50次
10114_miaoshu,合成10个3级纹章,Craft level 3 insignias 10 times,合成10個3級紋章
10115_miaoshu,合成50个3级纹章,Craft level 3 insignias 50 times,合成50個3級紋章
10116_miaoshu,合成10个4级纹章,Craft level 4 insignias 10 times,合成10個4級紋章
10117_miaoshu,合成5个5级纹章,Craft level 5 insignias 5 times,合成5個5級紋章
10118_miaoshu,合成1个6级纹章,Craft level 6 insignias 1 times,合成1個6級紋章
10119_miaoshu,进行10次装备开孔,Open slots on equipment 10 times,進行10次裝備開孔
10120_miaoshu,进行50次装备开孔,Open slots on equipment 50 times,進行50次裝備開孔
10121_miaoshu,进行100次装备开孔,Open slots on equipment 100 times,進行100次裝備開孔
10122_miaoshu,进行500次装备开孔,Open slots on equipment 500 times,進行500次裝備開孔
10123_miaoshu,拥有1个镶嵌了4个纹章的装备,Attach 4 insignias to 1 piece of equipment,擁有1個鑲嵌了4個紋章的裝備
10124_miaoshu,拥有6个镶嵌了4个纹章的装备,Attach 4 insignias to 5 piece of equipment,擁有6個鑲嵌了4個紋章的裝備
10125_miaoshu,拥有12个镶嵌了4个纹章的装备,Attach 4 insignias to 12 piece of equipment,擁有12個鑲嵌了4個紋章的裝備
10126_miaoshu,拥有18个镶嵌了4个纹章的装备,Attach 4 insignias to 18 piece of equipment,擁有18個鑲嵌了4個紋章的裝備
10127_miaoshu,拥有24个镶嵌了4个纹章的装备,Attach 4 insignias to 24 piece of equipment,擁有24個鑲嵌了4個紋章的裝備
10128_miaoshu,拥有30个镶嵌了4个纹章的装备,Attach 4 insignias to 30 piece of equipment,擁有30個鑲嵌了4個紋章的裝備
10129_miaoshu,拥有1个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 1 piece of equipment,擁有1個鑲嵌了4個相同紋章的裝備
10130_miaoshu,拥有6个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 6 piece of equipment,擁有6個鑲嵌了4個相同紋章的裝備
10131_miaoshu,拥有12个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 12 piece of equipment,擁有12個鑲嵌了4個相同紋章的裝備
10132_miaoshu,拥有18个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 18 piece of equipment,擁有18個鑲嵌了4個相同紋章的裝備
10133_miaoshu,拥有24个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 24 piece of equipment,擁有24個鑲嵌了4個相同紋章的裝備
10134_miaoshu,拥有30个镶嵌了4个相同纹章的装备,Attach 4 of the same type of insignia to 30 piece of equipment,擁有30個鑲嵌了4個相同紋章的裝備
10135_miaoshu,兑换金币达到5次,Exchange for coins 5 times,兌換金幣達到5次
10136_miaoshu,兑换金币达到50次,Exchange for coins 50 times,兌換金幣達到50次
10137_miaoshu,兑换金币达到100次,Exchange for coins 100 times,兌換金幣達到100次
10138_miaoshu,兑换金币达到500次,Exchange for coins 500 times,兌換金幣達到500次
10139_miaoshu,公会许愿达到7次,Complete guild wishes 7 times,公會許願達到7次
10140_miaoshu,公会许愿达到15次,Complete guild wishes 15 times,公會許願達到15次
10141_miaoshu,公会许愿达到25次,Complete guild wishes 25 times,公會許願達到25次
10142_miaoshu,公会许愿达到50次,Complete guild wishes 50 times,公會許願達到50次
10143_miaoshu,公会许愿达到100次,Complete guild wishes 100 times,公會許願達到100次
10144_miaoshu,公会梦之许愿达到1次,Complete Wish Dreamer 1 time,公會夢之許願達到1次
10145_miaoshu,公会梦之许愿达到7次,Complete Wish Dreamer 7 time,公會夢之許願達到7次
10146_miaoshu,公会梦之许愿达到15次,Complete Wish Dreamer 15 time,公會夢之許願達到15次
10147_miaoshu,公会梦之许愿达到25次,Complete Wish Dreamer 25 time,公會夢之許願達到25次
10148_miaoshu,公会梦之许愿达到50次,Complete Wish Dreamer 50 time,公會夢之許願達到50次
10149_miaoshu,开启1次公会任务,Open 1 guild quest,開啟1次公會任務
10150_miaoshu,开启7次公会任务,Open 7 guild quest,開啟7次公會任務
10151_miaoshu,开启15次公会任务,Open 15 guild quest,開啟15次公會任務
10152_miaoshu,开启25次公会任务,Open 25 guild quest,開啟25次公會任務
10153_miaoshu,完成7次公会任务,Complete 7 guild quests,完成7次公會任務
10154_miaoshu,完成15次公会任务,Complete 15 guild quests,完成15次公會任務
10155_miaoshu,完成50次公会任务,Complete 50 guild quests,完成50次公會任務
10156_miaoshu,完成100次公会任务,Complete 100 guild quests,完成100次公會任務
10157_miaoshu,为公会成员赠送活力值达到10次,Send energy to guild members 10 times,為公會成員贈送活力值達到10次
10158_miaoshu,为公会成员赠送活力值达到20次,Send energy to guild members 20 times,為公會成員贈送活力值達到20次
10159_miaoshu,为公会成员赠送活力值达到50次,Send energy to guild members 50 times,為公會成員贈送活力值達到50次
10160_miaoshu,为公会成员赠送活力值达到100次,Send energy to guild members 100 times,為公會成員贈送活力值達到100次
10161_miaoshu,为公会成员赠送活力值达到500次,Send energy to guild members 500 times,為公會成員贈送活力值達到500次
10162_miaoshu,为公会成员赠送活力值达到1000次,Send energy to guild members 1000 times,為公會成員贈送活力值達到1000次
10163_miaoshu,进行10次分解操作,Discard items 10 times,進行10次分解操作
10164_miaoshu,进行50次分解操作,Discard items 50 times,進行50次分解操作
10165_miaoshu,进行100次分解操作,Discard items 100 times,進行100次分解操作
10166_miaoshu,进行500次分解操作,Discard items 500 times,進行500次分解操作
10167_miaoshu,进行1000次分解操作,Discard items 1000 times,進行1000次分解操作
10168_miaoshu,使用宠物碎片合成宠物达到10次,Use fragments to craft a monster 10 times,使用寵物碎片合成寵物達到10次
10169_miaoshu,使用宠物碎片合成宠物达到20次,Use fragments to craft a monster 20 times,使用寵物碎片合成寵物達到20次
10170_miaoshu,使用宠物碎片合成宠物达到50次,Use fragments to craft a monster 50 times,使用寵物碎片合成寵物達到50次
10171_miaoshu,使用宠物碎片合成宠物达到100次,Use fragments to craft a monster 100 times,使用寵物碎片合成寵物達到100次
10172_miaoshu,补充活力达到10次,Add energy 10 times,補充活力達到10次
10173_miaoshu,补充活力达到50次,Add energy 50 times,補充活力達到50次
10174_miaoshu,补充活力达到100次,Add energy 100 times,補充活力達到100次
10175_miaoshu,补充活力达到200次,Add energy 200 times,補充活力達到200次
10176_miaoshu,补充活力达到500次,Add energy 500 times,補充活力達到500次
10177_miaoshu,补充活力达到1000次,Add energy 1000 times,補充活力達到1000次
10178_miaoshu,领取大冒险奖励达到10次,Collect adventure mode rewards 10 times,領取大冒險獎勵達到10次
10179_miaoshu,领取大冒险奖励达到50次,Collect adventure mode rewards 50 times,領取大冒險獎勵達到50次
10180_miaoshu,领取大冒险奖励达到100次,Collect adventure mode rewards 100 times,領取大冒險獎勵達到100次
10181_miaoshu,领取大冒险奖励达到500次,Collect adventure mode rewards 500 times,領取大冒險獎勵達到500次
10182_miaoshu,领取大冒险奖励达到1000次,Collect adventure mode rewards 1000 times,領取大冒險獎勵達到1000次
10183_miaoshu,使用公会基地宠物参与大冒险达到10次,Use guild base monsters in adventure mode 10 times,使用公會基地寵物參與大冒險達到10次
10184_miaoshu,使用公会基地宠物参与大冒险达到50次,Use guild base monsters in adventure mode 50 times,使用公會基地寵物參與大冒險達到50次
10185_miaoshu,使用公会基地宠物参与大冒险达到100次,Use guild base monsters in adventure mode 100 times,使用公會基地寵物參與大冒險達到100次
10186_miaoshu,使用公会基地宠物参与大冒险达到500次,Use guild base monsters in adventure mode 500 times,使用公會基地寵物參與大冒險達到500次
10187_miaoshu,使用公会基地宠物参与大冒险达到1000次,Use guild base monsters in adventure mode 1000 times,使用公會基地寵物參與大冒險達到1000次
10188_miaoshu,进行10次召唤操作,Use the summon feature 10 times,進行10次召喚操作
10189_miaoshu,进行50次召唤操作,Use the summon feature 50 times,進行50次召喚操作
10190_miaoshu,进行100次召唤操作,Use the summon feature 100 times,進行100次召喚操作
10191_miaoshu,进行500次召唤操作,Use the summon feature 500 times,進行500次召喚操作
10192_miaoshu,进行1000次召唤操作,Use the summon feature 1000 times,進行1000次召喚操作
10193_miaoshu,进行5000次召唤操作,Use the summon feature 5000 times,進行5000次召喚操作
10194_miaoshu,召唤获得宠物达到10只,Summon 10 monsters,召喚獲得寵物達到10只
10195_miaoshu,召唤获得宠物达到20只,Summon 20 monsters,召喚獲得寵物達到20只
10196_miaoshu,召唤获得宠物达到50只,Summon 50 monsters,召喚獲得寵物達到50只
10197_miaoshu,召唤获得宠物达到100只,Summon 100 monsters,召喚獲得寵物達到100只
10198_miaoshu,召唤获得1只A级以上宠物,Summon 1 A Class monster,召喚獲得1只A級以上寵物
10199_miaoshu,召唤获得5只A级以上宠物,Summon 5 A Class monster,召喚獲得5只A級以上寵物
10200_miaoshu,召唤获得10只A级以上宠物,Summon 10 A Class monster,召喚獲得10只A級以上寵物
10201_miaoshu,召唤获得1只S级以上宠物,Summon 1 S Class monster,召喚獲得1只S級以上寵物
